date,value
2010-10-27,6005
2010-10-29,6006
2010-10-31,6007
2010-11-01,6026
2010-11-03,6027
2010-11-04,6031
2010-11-08,6033
2010-11-11,6034
2010-11-13,6036
2010-11-16,6037
2010-11-17,6038
2010-11-18,6039
2010-11-22,6040
2010-11-23,6041
2010-11-25,6042
2010-11-29,6044
2010-11-30,6047
2010-12-01,6073
2010-12-02,6074
2010-12-03,6076
2010-12-06,6079
2010-12-09,6080
2010-12-10,6082
2010-12-12,6083
2010-12-13,6087
2010-12-20,6088
2010-12-28,6091
2011-01-01,6257
2011-01-03,6258
2011-01-10,6259
2011-01-12,6260
2011-01-14,6261
2011-01-28,6262
2011-02-01,6266
2011-02-07,6267
2011-02-09,6268
2011-02-15,6269
2011-02-17,6270
2011-02-20,6271
2011-02-21,6272
2011-03-01,6276
2011-03-03,6278
2011-03-04,6279
2011-03-08,6282
2011-03-09,6283
2011-03-28,6285
2011-03-30,6287
2011-03-31,6289
2011-04-01,6296
2011-04-14,6297
2011-04-18,6301
2011-04-20,6302
2011-04-22,6303
2011-04-25,6304
2011-04-26,6305
2011-04-28,6307
2011-05-01,6311
2011-05-06,6312
2011-05-08,6313
2011-05-09,6314
2011-05-10,6315
2011-05-21,6316
2011-05-22,6345
2011-05-23,6346
2011-05-24,6351
2011-05-25,6352
2011-05-27,6354
2011-06-01,6361
2011-06-02,6362
2011-06-06,6363
2011-06-09,6364
2011-06-12,6365
2011-06-13,6366
2011-06-14,6367
2011-06-15,6368
2011-06-16,6369
2011-06-17,6371
2011-06-19,6397
2011-06-20,6399
2011-06-21,6402
2011-06-23,6405
2011-06-24,6408
2011-06-26,6409
2011-06-27,6412
2011-06-28,6414
2011-06-29,6415
2011-07-01,6418
2011-07-04,6419
2011-07-06,6420
2011-07-07,6422
2011-07-10,6423
2011-07-11,6426
2011-07-13,6427
2011-07-15,6428
2011-07-17,6429
2011-07-20,6430
2011-07-24,6432
2011-07-26,6434
2011-07-27,6447
2011-07-30,6456
2011-07-31,6457
2011-08-01,6465
2011-08-05,6466
2011-08-07,6470
2011-08-11,6471
2011-08-13,6472
2011-08-21,6474
2011-08-22,6476
2011-08-26,6477
2011-08-27,6499
2011-08-29,6502
2011-08-30,6505
2011-09-01,6514
2011-09-06,6515
2011-09-07,6517
2011-09-08,6518
2011-09-12,6521
2011-09-14,6522
2011-09-18,6526
2011-09-19,6527
2011-09-20,6528
2011-09-24,6530
2011-09-30,6531
2011-10-01,6544
2011-10-03,6546
2011-10-05,6549
2011-10-06,6550
2011-10-09,6551
2011-10-14,6552
2011-10-16,6554
2011-10-17,6555
2011-10-24,6565
2011-10-27,6566
2011-10-28,6567
2011-10-30,6568
2011-10-31,6570
2011-11-01,6599
2011-11-03,6600
2011-11-06,6602
2011-11-08,6603
2011-11-09,6604
2011-11-10,6606
2011-11-13,6608
2011-11-15,6614
2011-11-18,6615
2011-11-21,6616
2011-11-24,6617
2011-11-25,6618
2011-11-28,6620
2011-11-30,6621
2011-12-01,6656
2011-12-03,6657
2011-12-07,6658
2011-12-08,6659
2011-12-10,6660
2011-12-11,6661
2011-12-12,6667
2011-12-16,6669
2011-12-17,6670
2011-12-18,6674
2011-12-27,6675
2011-12-31,6676
2012-01-01,6824
2012-01-05,6825
2012-01-18,6826
2012-01-22,6827
2012-01-24,6829
2012-01-26,6830
2012-01-28,6831
2012-01-30,6832
2012-01-31,6833
2012-02-01,6842
2012-02-08,6847
2012-02-12,6848
2012-02-17,6849
2012-02-27,6852
2012-02-28,6853
2012-03-01,6859
2012-03-03,6860
2012-03-05,6861
2012-03-09,6862
2012-03-11,6864
2012-03-12,6865
2012-03-13,6866
2012-03-14,6867
2012-03-15,6869
2012-03-19,6870
2012-03-20,6871
2012-03-23,6874
2012-03-25,6903
2012-03-27,6907
2012-03-28,6908
2012-03-29,6910
2012-03-30,6912
2012-04-01,6921
2012-04-02,6922
2012-04-03,6923
2012-04-11,6924
2012-04-12,6925
2012-04-13,6926
2012-04-16,6930
2012-04-17,6932
2012-04-18,6934
2012-04-23,6944
2012-04-24,6945
2012-04-25,6946
2012-04-26,6948
2012-04-29,6950
2012-04-30,6951
2012-05-01,6967
2012-05-08,6968
2012-05-11,6969
2012-05-14,6970
2012-05-15,6975
2012-05-16,6977
2012-05-24,6980
2012-05-28,6981
2012-05-29,6989
2012-05-31,6990
2012-06-01,7003
2012-06-03,7006
2012-06-04,7007
2012-06-07,7014
2012-06-08,7021
2012-06-09,7022
2012-06-12,7024
2012-06-13,7026
2012-06-16,7027
2012-06-18,7029
2012-06-22,7030
2012-06-26,7037
2012-06-27,7041
2012-06-29,7042
2012-07-01,7049
2012-07-02,7054
2012-07-04,7056
2012-07-06,7057
2012-07-08,7069
2012-07-10,7071
2012-07-11,7072
2012-07-12,7087
2012-07-15,7091
2012-07-16,7094
2012-07-17,7095
2012-07-18,7097
2012-07-20,7098
2012-07-22,7100
2012-07-25,7101
2012-07-31,7102
2012-08-01,7106
2012-08-03,7107
2012-08-09,7108
2012-08-12,7111
2012-08-16,7112
2012-08-20,7113
2012-08-24,7114
2012-08-26,7115
2012-08-31,7117
2012-09-01,7127
2012-09-03,7131
2012-09-06,7134
2012-09-09,7154
2012-09-10,7155
2012-09-12,7157
2012-09-13,7158
2012-09-16,7159
2012-09-18,7164
2012-09-19,7166
2012-09-20,7167
2012-09-21,7168
2012-09-24,7170
2012-09-26,7171
2012-09-27,7172
2012-09-30,7173
2012-10-01,7182
2012-10-04,7183
2012-10-08,7185
2012-10-12,7186
2012-10-14,7187
2012-10-15,7190
2012-10-17,7191
2012-10-18,7196
2012-10-20,7197
2012-10-21,7198
2012-10-22,7201
2012-10-25,7203
2012-10-26,7205
2012-10-29,7211
2012-10-31,7218
2012-11-01,7242
2012-11-06,7244
2012-11-07,7245
2012-11-10,7246
2012-11-12,7249
2012-11-13,7254
2012-11-15,7256
2012-11-17,7257
2012-11-21,7258
2012-12-01,7324
2012-12-03,7326
2012-12-04,7328
2012-12-08,7329
2012-12-09,7331
2012-12-10,7332
2012-12-11,7335
2012-12-14,7339
2012-12-15,7342
2012-12-16,7343
2012-12-17,7344
2012-12-20,7345
2012-12-21,7346
2012-12-31,7347
2013-01-01,7480
2013-01-02,7481
2013-01-03,7482
2013-01-04,7484
2013-01-14,7485
2013-01-15,7486
2013-01-18,7487
2013-01-22,7488
2013-01-23,7491
2013-01-29,7492
2013-01-31,7493
2013-02-01,7500
2013-02-11,7501
2013-02-12,7502
2013-02-15,7504
2013-02-21,7505
2013-02-28,7507
2013-03-01,7516
2013-03-03,7518
2013-03-06,7522
2013-03-07,7523
2013-03-12,7524
2013-03-15,7528
2013-03-18,7530
2013-03-20,7532
2013-03-21,7533
2013-03-24,7541
2013-03-28,7542
2013-04-01,7548
2013-04-03,7549
2013-04-05,7550
2013-04-11,7551
2013-04-12,7552
2013-04-15,7553
2013-04-16,7555
2013-04-17,7556
2013-04-19,7557
2013-04-20,7558
2013-04-24,7561
2013-04-25,7562
2013-04-29,7563
2013-04-30,7564
2013-05-01,7573
2013-05-03,7574
2013-05-07,7575
2013-05-08,7576
2013-05-09,7577
2013-05-12,7578
2013-05-13,7583
2013-05-14,7584
2013-05-15,7585
2013-05-16,7586
2013-05-17,7588
2013-05-20,7589
2013-05-21,7590
2013-05-22,7592
2013-05-24,7593
2013-05-26,7629
2013-05-27,7630
2013-05-28,7631
2013-05-29,7632
2013-05-31,7633
2013-06-01,7669
2013-06-04,7670
2013-06-05,7674
2013-06-06,7675
2013-06-10,7676
2013-06-12,7678
2013-06-13,7680
2013-06-16,7682
2013-06-17,7683
2013-06-19,7684
2013-06-20,7686
2013-06-21,7688
2013-06-23,7689
2013-06-27,7690
2013-06-29,7691
2013-06-30,7692
2013-07-01,7699
2013-07-04,7701
2013-07-06,7703
2013-07-07,7704
2013-07-08,7705
2013-07-10,7706
2013-07-11,7707
2013-07-12,7708
2013-07-14,7709
2013-07-15,7710
2013-07-16,7711
2013-07-18,7713
2013-07-19,7714
2013-07-22,7715
2013-07-25,7717
2013-07-26,7719
2013-07-28,7722
2013-07-29,7727
2013-07-31,7730
2013-08-01,7768
2013-08-03,7770
2013-08-04,7771
2013-08-08,7773
2013-08-09,7774
2013-08-10,7776
2013-08-11,7777
2013-08-14,7778
2013-08-16,7781
2013-08-17,7788
2013-08-18,7790
2013-08-24,7795
2013-08-25,7839
2013-08-26,7840
2013-08-28,7842
2013-09-01,7870
2013-09-02,7871
2013-09-03,7872
2013-09-09,7873
2013-09-12,7874
2013-09-13,7878
2013-09-16,7880
2013-09-22,7881
2013-09-23,7883
2013-09-25,7884
2013-09-26,7885
2013-09-29,7886
2013-09-30,7887
2013-10-01,7924
2013-10-03,7926
2013-10-06,7927
2013-10-07,7929
2013-10-08,7930
2013-10-10,7932
2013-10-12,7933
2013-10-15,7934
2013-10-16,7935
2013-10-21,7938
2013-10-27,7940
2013-10-28,7941
2013-10-29,7942
2013-10-30,7943
2013-10-31,7944
2013-11-01,7960
2013-11-05,7961
2013-11-07,7962
2013-11-08,7963
2013-11-10,7964
2013-11-12,7965
2013-11-13,7966
2013-11-14,7968
2013-11-15,7970
2013-11-18,7971
2013-11-19,7972
2013-11-20,7974
2013-11-21,7976
2013-11-22,7977
2013-11-30,7978
2013-12-01,8011
2013-12-02,8012
2013-12-03,8013
2013-12-04,8015
2013-12-05,8017
2013-12-06,8019
2013-12-07,8022
2013-12-09,8023
2013-12-10,8024
2013-12-11,8026
2013-12-13,8027
2013-12-14,8030
2013-12-17,8031
2013-12-20,8032
2013-12-24,8033
2013-12-25,8035
2013-12-26,8037
2013-12-28,8038
2013-12-30,8039
2013-12-31,8040
2014-01-01,8192
2014-01-02,8193
2014-01-05,8194
2014-01-06,8195
2014-01-10,8196
2014-01-15,8197
2014-01-20,8198
2014-01-22,8199
2014-01-25,8200
2014-01-30,8202
2014-02-01,8209
2014-02-05,8211
2014-02-06,8212
2014-02-10,8213
2014-02-14,8215
2014-02-19,8216
2014-02-20,8217
2014-02-21,8219
2014-02-24,8222
2014-02-26,8223
2014-02-28,8224
2014-03-01,8237
2014-03-06,8239
2014-03-07,8240
2014-03-12,8241
2014-03-17,8244
2014-03-26,8246
2014-03-28,8247
2014-03-31,8249
2014-04-01,8261
2014-04-02,8262
2014-04-06,8263
2014-04-07,8268
2014-04-10,8270
2014-04-12,8271
2014-04-13,8275
2014-04-15,8277
2014-04-16,8278
2014-04-17,8279
2014-04-18,8280
2014-04-23,8283
2014-04-25,8284
2014-04-26,8286
2014-04-28,8287
2014-04-30,8288
2014-05-01,8305
2014-05-02,8306
2014-05-04,8340
2014-05-06,8343
2014-05-07,8346
2014-05-08,8348
2014-05-12,8351
2014-05-13,8354
2014-05-14,8357
2014-05-16,8358
2014-05-18,8359
2014-05-19,8360
2014-05-20,8362
2014-05-22,8363
2014-05-25,8364
2014-05-26,8366
2014-05-27,8367
2014-05-28,8368
2014-06-01,8397
2014-06-03,8399
2014-06-06,8400
2014-06-09,8402
2014-06-18,8403
2014-06-21,8409
2014-06-22,8410
2014-06-23,8412
2014-06-25,8413
2014-06-26,8414
2014-06-28,8415
2014-06-30,8418
2014-07-01,8425
2014-07-02,8426
2014-07-03,8428
2014-07-04,8429
2014-07-06,8430
2014-07-07,8434
2014-07-08,8435
2014-07-09,8436
2014-07-11,8437
2014-07-13,8438
2014-07-14,8439
2014-07-17,8440
2014-07-20,8441
2014-07-21,8442
2014-07-23,8443
2014-07-29,8444
2014-07-31,8445
2014-08-01,8469
2014-08-04,8470
2014-08-08,8471
2014-08-11,8472
2014-08-12,8473
2014-08-17,8474
2014-08-18,8475
2014-08-19,8476
2014-08-20,8477
2014-08-22,8479
2014-08-23,8480
2014-08-24,8481
2014-08-26,8482
2014-08-27,8483
2014-08-30,8484
2014-09-01,8499
2014-09-03,8500
2014-09-08,8503
2014-09-10,8505
2014-09-11,8506
2014-09-12,8507
2014-09-14,8532
2014-09-15,8535
2014-09-16,8538
2014-09-17,8539
2014-09-18,8540
2014-09-19,8541
2014-09-20,8542
2014-09-23,8543
2014-09-24,8544
2014-09-25,8545
2014-09-29,8547
2014-10-01,8571
2014-10-02,8572
2014-10-05,8574
2014-10-06,8575
2014-10-14,8577
2014-10-15,8579
2014-10-16,8580
2014-10-17,8581
2014-10-18,8583
2014-10-20,8584
2014-10-21,8587
2014-10-22,8590
2014-10-24,8591
2014-10-27,8601
2014-10-31,8602
2014-11-01,8612
2014-11-03,8616
2014-11-04,8619
2014-11-05,8620
2014-11-06,8622
2014-11-07,8623
2014-11-10,8624
2014-11-13,8626
2014-11-16,8627
2014-11-18,8628
2014-11-19,8631
2014-11-20,8632
2014-11-22,8633
2014-11-24,8634
2014-11-26,8635
2014-12-01,8666
2014-12-02,8667
2014-12-03,8669
2014-12-04,8671
2014-12-05,8674
2014-12-08,8676
2014-12-11,8677
2014-12-14,8678
2014-12-15,8682
2014-12-17,8683
2014-12-19,8686
2014-12-20,8687
2014-12-22,8691
2014-12-23,8692
2014-12-24,8693
2014-12-29,8694
2014-12-31,8696
2015-01-01,8835
2015-01-02,8836
2015-01-07,8837
2015-01-12,8842
2015-01-18,8843
2015-01-21,8844
2015-01-25,8851
2015-01-28,8852
2015-01-29,8853
2015-02-01,8863
2015-02-02,8865
2015-02-03,8866
2015-02-04,8867
2015-02-05,8868
2015-02-06,8869
2015-02-09,8870
2015-02-12,8871
2015-02-13,8872
2015-02-16,8873
2015-02-17,8875
2015-02-23,8876
2015-02-25,8877
2015-02-26,8879
2015-02-28,8880
2015-03-01,8889
2015-03-02,8891
2015-03-05,8892
2015-03-06,8893
2015-03-09,8894
2015-03-11,8898
2015-03-13,8899
2015-03-15,8900
2015-03-16,8901
2015-03-17,8903
2015-03-19,8904
2015-03-21,8905
2015-03-23,8906
2015-03-26,8907
2015-03-28,8908
2015-03-29,8909
2015-03-30,8910
2015-03-31,8911
2015-04-01,8918
2015-04-02,8919
2015-04-03,8921
2015-04-04,8922
2015-04-06,8923
2015-04-09,8925
2015-04-10,8926
2015-04-12,8927
2015-04-14,8931
2015-04-15,8933
2015-04-16,8934
2015-04-18,8935
2015-04-19,8963
2015-04-20,8964
2015-04-21,8966
2015-04-22,8968
2015-04-27,8971
2015-04-30,8973
2015-05-01,8979
2015-05-04,8980
2015-05-06,8982
2015-05-07,8986
2015-05-11,8987
2015-05-12,8990
2015-05-16,8991
2015-05-18,8993
2015-05-19,8994
2015-05-20,8995
2015-05-21,8998
2015-05-28,8999
2015-05-29,9000
2015-05-31,9002
2015-06-01,9017
2015-06-02,9019
2015-06-03,9022
2015-06-05,9023
2015-06-07,9024
2015-06-08,9025
2015-06-10,9028
2015-06-13,9031
2015-06-14,9033
2015-06-15,9035
2015-06-16,9037
2015-06-17,9040
2015-06-21,9041
2015-06-23,9042
2015-06-24,9043
2015-06-26,9044
2015-06-27,9045
2015-06-28,9046
2015-06-29,9047
2015-06-30,9048
2015-07-01,9061
2015-07-02,9062
2015-07-05,9065
2015-07-06,9072
2015-07-07,9073
2015-07-09,9075
2015-07-12,9078
2015-07-14,9079
2015-07-15,9081
2015-07-16,9082
2015-07-17,9084
2015-07-18,9085
2015-07-24,9087
2015-07-25,9090
2015-07-27,9091
2015-07-28,9092
2015-07-30,9093
2015-08-01,9107
2015-08-02,9108
2015-08-05,9109
2015-08-07,9112
2015-08-09,9119
2015-08-10,9126
2015-08-14,9127
2015-08-15,9129
2015-08-17,9130
2015-08-18,9135
2015-08-20,9138
2015-08-22,9139
2015-08-23,9149
2015-08-24,9150
2015-08-25,9152
2015-08-26,9154
2015-08-27,9155
2015-08-28,9156
2015-08-30,9157
2015-08-31,9158
2015-09-01,9188
2015-09-03,9189
2015-09-06,9224
2015-09-07,9228
2015-09-08,9231
2015-09-10,9232
2015-09-13,9233
2015-09-15,9234
2015-09-17,9236
2015-09-19,9238
2015-09-20,9245
2015-09-21,9246
2015-09-24,9248
2015-09-25,9250
2015-09-27,9252
2015-09-28,9253
2015-09-30,9256
2015-10-01,9282
2015-10-02,9284
2015-10-04,9285
2015-10-05,9286
2015-10-06,9288
2015-10-09,9289
2015-10-10,9292
2015-10-12,9293
2015-10-13,9294
2015-10-16,9295
2015-10-17,9297
2015-10-18,9300
2015-10-19,9301
2015-10-25,9302
2015-10-26,9303
2015-10-27,9304
2015-10-30,9306
2015-10-31,9308
2015-11-01,9323
2015-11-03,9324
2015-11-04,9328
2015-11-05,9330
2015-11-06,9331
2015-11-07,9332
2015-11-08,9333
2015-11-09,9337
2015-11-10,9339
2015-11-11,9343
2015-11-12,9348
2015-11-13,9350
2015-11-14,9353
2015-11-16,9354
2015-11-17,9356
2015-11-18,9357
2015-11-19,9361
2015-11-20,9369
2015-11-21,9371
2015-11-23,9373
2015-11-24,9380
2015-11-25,9381
2015-11-26,9385
2015-11-27,9386
2015-11-30,9388
2015-12-01,9431
2015-12-02,9433
2015-12-03,9436
2015-12-04,9437
2015-12-05,9438
2015-12-06,9441
2015-12-07,9446
2015-12-08,9447
2015-12-09,9448
2015-12-10,9450
2015-12-12,9452
2015-12-14,9453
2015-12-15,9454
2015-12-16,9455
2015-12-17,9457
2015-12-18,9458
2015-12-19,9459
2015-12-21,9460
2015-12-24,9461
2015-12-25,9462
2015-12-28,9464
2015-12-30,9465
2015-12-31,9466
2016-01-01,9577
2016-01-03,9579
2016-01-06,9584
2016-01-07,9585
2016-01-08,9586
2016-01-09,9587
2016-01-11,9589
2016-01-13,9591
2016-01-14,9592
2016-01-15,9593
2016-01-18,9594
2016-01-20,9596
2016-01-22,9597
2016-01-27,9598
2016-01-29,9600
2016-01-31,9602
2016-02-01,9612
2016-02-03,9613
2016-02-04,9616
2016-02-05,9617
2016-02-07,9618
2016-02-08,9619
2016-02-11,9620
2016-02-12,9627
2016-02-17,9632
2016-02-19,9635
2016-02-21,9636
2016-02-24,9639
2016-02-25,9642
2016-02-26,9643
2016-03-01,9655
2016-03-02,9656
2016-03-03,9659
2016-03-04,9662
2016-03-07,9663
2016-03-10,9665
2016-03-14,9666
2016-03-15,9669
2016-03-17,9671
2016-03-18,9672
2016-03-19,9675
2016-03-20,9696
2016-03-21,9700
2016-03-22,9701
2016-03-23,9703
2016-03-24,9707
2016-03-25,9708
2016-03-26,9709
2016-03-29,9711
2016-03-30,9713
2016-03-31,9718
2016-04-01,9729
2016-04-03,9732
2016-04-04,9734
2016-04-07,9735
2016-04-11,9746
2016-04-14,9747
2016-04-19,9750
2016-04-20,9751
2016-04-21,9753
2016-04-27,9755
2016-04-28,9759
2016-04-29,9762
2016-04-30,9765
2016-05-01,9788
2016-05-02,9790
2016-05-03,9791
2016-05-05,9792
2016-05-06,9794
2016-05-07,9795
2016-05-09,9796
2016-05-11,9799
2016-05-12,9801
2016-05-15,9802
2016-05-16,9803
2016-05-17,9807
2016-05-18,9808
2016-05-19,9810
2016-05-23,9811
2016-05-25,9812
2016-05-28,9813
2016-05-30,9814
2016-05-31,9817
2016-06-01,9846
2016-06-02,9847
2016-06-03,9851
2016-06-04,9852
2016-06-06,9856
2016-06-09,9860
2016-06-11,9864
2016-06-12,9867
2016-06-14,9868
2016-06-15,9870
2016-06-16,9871
2016-06-17,9872
2016-06-18,9873
2016-06-19,9875
2016-06-20,9878
2016-06-21,9882
2016-06-23,9884
2016-06-24,9886
2016-06-25,9887
2016-06-26,9888
2016-06-27,9891
2016-06-28,9892
2016-06-30,9896
2016-07-01,9907
2016-07-04,9910
2016-07-05,9911
2016-07-06,9914
2016-07-07,9919
2016-07-08,9921
2016-07-09,9925
2016-07-10,9926
2016-07-12,9928
2016-07-13,9929
2016-07-15,9933
2016-07-16,9934
2016-07-17,9935
2016-07-18,9936
2016-07-19,9937
2016-07-20,9940
2016-07-21,9941
2016-07-22,9942
2016-07-24,9948
2016-07-25,9949
2016-07-27,9950
2016-07-29,9953
2016-08-01,9990
2016-08-02,9992
2016-08-03,9993
2016-08-05,9995
2016-08-07,9996
2016-08-08,9998
2016-08-09,10002
2016-08-10,10003
2016-08-11,10005
2016-08-13,10007
2016-08-14,10010
2016-08-15,10013
2016-08-16,10016
2016-08-17,10018
2016-08-18,10019
2016-08-19,10020
2016-08-20,10023
2016-08-22,10024
2016-08-23,10028
2016-08-25,10030
2016-08-28,10032
2016-08-29,10036
2016-08-30,10037
2016-09-01,10058
2016-09-02,10059
2016-09-05,10061
2016-09-06,10064
2016-09-08,10090
2016-09-09,10091
2016-09-11,10092
2016-09-12,10097
2016-09-13,10099
2016-09-14,10100
2016-09-20,10102
2016-09-23,10105
2016-09-26,10112
2016-09-27,10116
2016-09-30,10123
2016-10-01,10151
2016-10-03,10152
2016-10-05,10153
2016-10-08,10154
2016-10-10,10158
2016-10-11,10161
2016-10-12,10162
2016-10-13,10166
2016-10-14,10167
2016-10-15,10169
2016-10-16,10171
2016-10-17,10172
2016-10-18,10173
2016-10-20,10175
2016-10-24,10178
2016-10-25,10179
2016-10-27,10180
2016-10-30,10181
2016-10-31,10188
2016-11-01,10206
2016-11-04,10215
2016-11-05,10221
2016-11-06,10224
2016-11-07,10225
2016-11-08,10227
2016-11-09,10228
2016-11-10,10229
2016-11-12,10230
2016-11-14,10232
2016-11-15,10234
2016-11-18,10240
2016-11-21,10244
2016-11-23,10247
2016-11-24,10249
2016-11-25,10250
2016-11-26,10251
2016-11-30,10252
2016-12-01,10319
2016-12-02,10320
2016-12-03,10322
2016-12-05,10325
2016-12-07,10326
2016-12-08,10330
2016-12-09,10331
2016-12-10,10332
2016-12-12,10334
2016-12-13,10340
2016-12-14,10341
2016-12-15,10343
2016-12-18,10344
2016-12-19,10346
2016-12-20,10347
2016-12-21,10350
2016-12-22,10354
2016-12-23,10355
2016-12-26,10356
2016-12-28,10357
2016-12-29,10359
2016-12-30,10360
2017-01-01,10453
2017-01-07,10454
2017-01-09,10455
2017-01-10,10456
2017-01-11,10457
2017-01-12,10458
2017-01-13,10459
2017-01-14,10460
2017-01-15,10461
2017-01-18,10462
2017-01-20,10464
2017-01-21,10465
2017-01-22,10466
2017-01-23,10469
2017-01-25,10470
2017-01-26,10471
2017-01-27,10472
2017-01-30,10473
2017-01-31,10475
2017-02-01,10485
2017-02-02,10486
2017-02-03,10490
2017-02-07,10491
2017-02-12,10492
2017-02-14,10493
2017-02-15,10498
2017-02-16,10499
2017-02-17,10501
2017-02-19,10503
2017-02-21,10504
2017-02-22,10505
2017-02-23,10506
2017-02-25,10507
2017-02-26,10509
2017-02-27,10513
2017-02-28,10514
2017-03-01,10538
2017-03-02,10539
2017-03-04,10540
2017-03-05,10549
2017-03-06,10552
2017-03-07,10556
2017-03-08,10557
2017-03-10,10558
2017-03-15,10560
2017-03-16,10561
2017-03-17,10562
2017-03-21,10563
2017-03-22,10568
2017-03-23,10570
2017-03-24,10572
2017-03-26,10576
2017-03-27,10579
2017-03-30,10581
2017-03-31,10583
2017-04-01,10604
2017-04-03,10616
2017-04-05,10617
2017-04-06,10618
2017-04-07,10619
2017-04-08,10622
2017-04-10,10626
2017-04-11,10627
2017-04-13,10628
2017-04-17,10629
2017-04-19,10631
2017-04-20,10632
2017-04-21,10634
2017-04-22,10637
2017-04-23,10638
2017-04-24,10644
2017-04-26,10648
2017-04-27,10649
2017-04-28,10650
2017-04-29,10651
2017-04-30,10652
2017-05-01,10668
2017-05-02,10670
2017-05-03,10673
2017-05-04,10675
2017-05-05,10676
2017-05-07,10677
2017-05-08,10683
2017-05-09,10684
2017-05-10,10685
2017-05-11,10686
2017-05-12,10687
2017-05-14,10688
2017-05-16,10690
2017-05-18,10691
2017-05-20,10692
2017-05-21,10693
2017-05-23,10695
2017-05-24,10697
2017-05-25,10699
2017-05-26,10700
2017-05-29,10701
2017-06-01,10710
2017-06-04,10711
2017-06-05,10714
2017-06-08,10716
2017-06-10,10717
2017-06-12,10724
2017-06-14,10725
2017-06-15,10726
2017-06-16,10727
2017-06-19,10730
2017-06-21,10732
2017-06-22,10735
2017-06-23,10736
2017-06-27,10737
2017-06-28,10739
2017-06-29,10740
2017-06-30,10741
2017-07-01,10766
2017-07-02,10767
2017-07-03,10769
2017-07-04,10773
2017-07-05,10774
2017-07-06,10775
2017-07-07,10781
2017-07-08,10783
2017-07-09,10786
2017-07-10,10788
2017-07-12,10790
2017-07-13,10793
2017-07-17,10796
2017-07-18,10799
2017-07-19,10801
2017-07-20,10804
2017-07-21,10807
2017-07-22,10809
2017-07-23,10811
2017-07-24,10815
2017-07-25,10817
2017-07-26,10820
2017-07-27,10822
2017-07-30,10823
2017-07-31,10828
2017-08-01,10867
2017-08-02,10869
2017-08-03,10873
2017-08-04,10878
2017-08-05,10879
2017-08-06,10884
2017-08-07,10891
2017-08-09,10892
2017-08-10,10894
2017-08-11,10895
2017-08-16,10900
2017-08-17,10901
2017-08-18,10903
2017-08-19,10905
2017-08-20,10925
2017-08-21,10931
2017-08-22,10933
2017-08-24,10934
2017-08-25,10937
2017-08-26,10938
2017-08-27,10941
2017-08-30,10943
2017-08-31,10945
2017-09-01,10986
2017-09-02,10988
2017-09-03,10989
2017-09-04,10990
2017-09-05,10992
2017-09-06,10994
2017-09-07,10999
2017-09-08,11002
2017-09-09,11007
2017-09-10,11008
2017-09-11,11010
2017-09-12,11017
2017-09-13,11019
2017-09-14,11023
2017-09-15,11025
2017-09-17,11027
2017-09-18,11030
2017-09-19,11033
2017-09-20,11036
2017-09-21,11037
2017-09-22,11043
2017-09-24,11045
2017-09-25,11049
2017-09-26,11053
2017-09-27,11055
2017-09-28,11058
2017-09-30,11060
2017-10-01,11079
2017-10-03,11080
2017-10-04,11082
2017-10-05,11084
2017-10-06,11087
2017-10-07,11088
2017-10-09,11090
2017-10-10,11091
2017-10-11,11095
2017-10-12,11096
2017-10-13,11099
2017-10-14,11100
2017-10-16,11101
2017-10-17,11103
2017-10-18,11106
2017-10-19,11109
2017-10-22,11110
2017-10-23,11112
2017-10-25,11114
2017-10-26,11118
2017-10-28,11125
2017-10-30,11127
2017-10-31,11129
2017-11-01,11165
2017-11-02,11166
2017-11-03,11169
2017-11-04,11170
2017-11-06,11174
2017-11-07,11178
2017-11-08,11183
2017-11-09,11187
2017-11-10,11190
2017-11-12,11191
2017-11-13,11193
2017-11-14,11199
2017-11-15,11207
2017-11-16,11209
2017-11-17,11216
2017-11-18,11221
2017-11-21,11225
2017-11-22,11226
2017-11-24,11227
2017-11-25,11228
2017-11-27,11229
2017-11-28,11230
2017-11-29,11232
2017-11-30,11235
2017-12-01,11276
2017-12-02,11278
2017-12-03,11279
2017-12-04,11281
2017-12-05,11289
2017-12-06,11290
2017-12-08,11294
2017-12-11,11296
2017-12-12,11298
2017-12-15,11301
2017-12-16,11303
2017-12-17,11304
2017-12-18,11309
2017-12-19,11314
2017-12-20,11318
2017-12-26,11320
2017-12-28,11321
2017-12-29,11326
2017-12-30,11328
2017-12-31,11332
2018-01-01,11470
2018-01-02,11473
2018-01-03,11475
2018-01-08,11476
2018-01-10,11477
2018-01-11,11478
2018-01-16,11479
2018-01-18,11483
2018-01-23,11484
2018-01-25,11485
2018-01-26,11488
2018-01-28,11489
2018-01-29,11490
2018-01-30,11495
2018-01-31,11497
2018-02-01,11505
2018-02-02,11508
2018-02-04,11509
2018-02-05,11511
2018-02-06,11513
2018-02-08,11515
2018-02-09,11518
2018-02-11,11519
2018-02-12,11521
2018-02-14,11522
2018-02-15,11543
2018-02-16,11546
2018-02-19,11551
2018-02-22,11552
2018-02-23,11556
2018-02-25,11559
2018-02-28,11560
2018-03-01,11569
2018-03-02,11572
2018-03-03,11573
2018-03-04,11575
2018-03-05,11577
2018-03-06,11578
2018-03-09,11580
2018-03-10,11581
2018-03-11,11582
2018-03-12,11584
2018-03-13,11586
2018-03-15,11589
2018-03-16,11590
2018-03-19,11591
