date,value
2018-03-20,11595
2018-03-21,11598
2018-03-22,11601
2018-03-23,11605
2018-03-26,11607
2018-03-27,11613
2018-03-28,11616
2018-03-29,11617
2018-03-30,11621
2018-04-01,11632
2018-04-03,11635
2018-04-05,11639
2018-04-06,11640
2018-04-10,11642
2018-04-11,11643
2018-04-12,11651
2018-04-13,11656
2018-04-14,11659
2018-04-15,11673
2018-04-16,11675
2018-04-17,11677
2018-04-18,11678
2018-04-19,11683
2018-04-20,11692
2018-04-21,11695
2018-04-22,11698
2018-04-23,11701
2018-04-24,11705
2018-04-25,11710
2018-04-26,11714
2018-04-27,11723
2018-04-28,11724
2018-04-30,11730
2018-05-01,11746
2018-05-02,11748
2018-05-03,11752
2018-05-04,11753
2018-05-05,11754
2018-05-08,11760
2018-05-09,11761
2018-05-10,11763
2018-05-11,11764
2018-05-12,11766
2018-05-13,11769
2018-05-14,11772
2018-05-15,11776
2018-05-16,11785
2018-05-17,11787
2018-05-18,11790
2018-05-20,11791
2018-05-21,11798
2018-05-22,11801
2018-05-23,11803
2018-05-24,11804
2018-05-25,11806
2018-05-26,11807
2018-05-27,11808
2018-05-28,11813
2018-05-29,11820
2018-05-30,11827
2018-05-31,11830
2018-06-01,11875
2018-06-03,11877
2018-06-04,11879
2018-06-05,11881
2018-06-07,11883
2018-06-08,11887
2018-06-09,11890
2018-06-10,11892
2018-06-11,11893
2018-06-12,11895
2018-06-13,11899
2018-06-14,11902
2018-06-15,11904
2018-06-16,11905
2018-06-17,11906
2018-06-18,11912
2018-06-19,11913
2018-06-20,11915
2018-06-21,11916
2018-06-22,11919
2018-06-24,11920
2018-06-25,11925
2018-06-26,11927
2018-06-27,11930
2018-06-30,11931
2018-07-01,11972
2018-07-02,11973
2018-07-03,11976
2018-07-04,11977
2018-07-05,11979
2018-07-07,11980
2018-07-08,11984
2018-07-09,11987
2018-07-10,11989
2018-07-11,11992
2018-07-13,11998
2018-07-14,12000
2018-07-15,12003
2018-07-16,12005
2018-07-17,12011
2018-07-18,12014
2018-07-19,12017
2018-07-20,12018
2018-07-23,12025
2018-07-24,12026
2018-07-25,12028
2018-07-26,12032
2018-07-27,12037
2018-07-28,12042
2018-07-30,12043
2018-07-31,12045
2018-08-01,12078
2018-08-02,12079
2018-08-03,12082
2018-08-04,12085
2018-08-06,12087
2018-08-07,12091
2018-08-08,12094
2018-08-09,12097
2018-08-11,12098
2018-08-13,12103
2018-08-14,12106
2018-08-15,12107
2018-08-16,12110
2018-08-20,12113
2018-08-21,12117
2018-08-22,12126
2018-08-23,12129
2018-08-24,12132
2018-08-25,12134
2018-08-26,12137
2018-08-27,12147
2018-08-28,12153
2018-08-29,12163
2018-08-30,12166
2018-08-31,12170
2018-09-01,12207
2018-09-02,12226
2018-09-03,12230
2018-09-04,12231
2018-09-05,12235
2018-09-06,12237
2018-09-07,12243
2018-09-08,12244
2018-09-09,12245
2018-09-10,12249
2018-09-11,12251
2018-09-12,12252
2018-09-13,12253
2018-09-14,12256
2018-09-15,12258
2018-09-16,12261
2018-09-17,12264
2018-09-18,12272
2018-09-19,12274
2018-09-20,12275
2018-09-21,12280
2018-09-22,12282
2018-09-23,12285
2018-09-24,12290
2018-09-25,12292
2018-09-26,12294
2018-09-27,12312
2018-09-28,12313
2018-09-30,12314
2018-10-01,12351
2018-10-03,12352
2018-10-04,12356
2018-10-05,12357
2018-10-07,12358
2018-10-08,12365
2018-10-09,12369
2018-10-10,12372
2018-10-11,12375
2018-10-15,12379
2018-10-17,12385
2018-10-18,12389
2018-10-19,12390
2018-10-20,12392
2018-10-23,12397
2018-10-24,12400
2018-10-25,12403
2018-10-26,12405
2018-10-27,12408
2018-10-28,12411
2018-10-29,12418
2018-10-30,12420
2018-10-31,12425
2018-11-01,12486
2018-11-02,12498
2018-11-03,12501
2018-11-04,12502
2018-11-06,12508
2018-11-07,12509
2018-11-08,12510
2018-11-09,12511
2018-11-10,12513
2018-11-12,12515
2018-11-13,12517
2018-11-14,12519
2018-11-15,12520
2018-11-17,12522
2018-11-18,12523
2018-11-19,12526
2018-11-20,12527
2018-11-22,12530
2018-11-23,12537
2018-11-24,12538
2018-11-26,12540
2018-11-27,12541
2018-11-28,12542
2018-11-29,12543
2018-11-30,12545
2018-12-01,12593
2018-12-02,12594
2018-12-03,12596
2018-12-04,12600
2018-12-05,12603
2018-12-06,12605
2018-12-07,12609
2018-12-08,12611
2018-12-10,12615
2018-12-11,12619
2018-12-12,12620
2018-12-13,12623
2018-12-17,12629
2018-12-20,12630
2018-12-21,12632
2018-12-25,12634
2018-12-26,12637
2018-12-27,12638
2018-12-28,12640
2018-12-31,12646
2019-01-01,12785
2019-01-06,12786
2019-01-08,12787
2019-01-09,12789
2019-01-11,12790
2019-01-13,12792
2019-01-14,12793
2019-01-15,12794
2019-01-16,12795
2019-01-18,12796
2019-01-21,12797
2019-01-22,12801
2019-01-23,12807
2019-01-24,12810
2019-01-25,12813
2019-01-26,12814
2019-01-27,12815
2019-01-28,12817
2019-01-29,12818
2019-01-30,12825
2019-01-31,12833
2019-02-01,12848
2019-02-02,12851
2019-02-03,12852
2019-02-04,12856
2019-02-05,12858
2019-02-06,12859
2019-02-07,12860
2019-02-08,12862
2019-02-11,12866
2019-02-12,12868
2019-02-13,12869
2019-02-14,12870
2019-02-16,12871
2019-02-17,12872
2019-02-18,12876
2019-02-19,12877
2019-02-20,12882
2019-02-21,12885
2019-02-22,12889
2019-02-23,12890
2019-02-25,12893
2019-02-27,12899
2019-02-28,12905
2019-03-01,12919
2019-03-03,12920
2019-03-04,12923
2019-03-05,12924
2019-03-06,12925
2019-03-07,12930
2019-03-08,12931
2019-03-10,12932
2019-03-11,12935
2019-03-13,12938
2019-03-14,12940
2019-03-15,12941
2019-03-17,12942
2019-03-18,12947
2019-03-19,12953
2019-03-20,12957
2019-03-21,12961
2019-03-22,12963
2019-03-24,12965
2019-03-25,12968
2019-03-26,12973
2019-03-27,12976
2019-03-28,12979
2019-03-29,12981
2019-03-31,12983
2019-04-01,12995
2019-04-03,13007
2019-04-04,13018
2019-04-05,13024
2019-04-06,13028
2019-04-07,13031
2019-04-08,13042
2019-04-09,13046
2019-04-10,13052
2019-04-12,13053
2019-04-13,13054
2019-04-14,13060
2019-04-15,13065
2019-04-16,13069
2019-04-17,13076
2019-04-18,13081
2019-04-19,13088
2019-04-20,13092
2019-04-21,13094
2019-04-22,13095
2019-04-23,13098
2019-04-24,13100
2019-04-25,13102
2019-04-27,13103
2019-04-29,13107
2019-04-30,13109
2019-05-01,13131
2019-05-02,13133
2019-05-03,13135
2019-05-06,13137
2019-05-07,13143
2019-05-08,13148
2019-05-10,13153
2019-05-12,13180
2019-05-13,13184
2019-05-14,13189
2019-05-15,13191
2019-05-16,13196
2019-05-17,13201
2019-05-18,13204
2019-05-19,13206
2019-05-20,13211
2019-05-21,13214
2019-05-22,13217
2019-05-23,13222
2019-05-24,13234
2019-05-26,13235
2019-05-27,13236
2019-05-28,13241
2019-05-29,13244
2019-05-30,13253
2019-05-31,13256
2019-06-01,13319
2019-06-02,13320
2019-06-03,13330
2019-06-04,13338
2019-06-05,13340
2019-06-06,13344
2019-06-07,13350
2019-06-08,13352
2019-06-09,13358
2019-06-10,13365
2019-06-11,13370
2019-06-12,13374
2019-06-13,13380
2019-06-14,13385
2019-06-15,13387
2019-06-16,13390
2019-06-17,13397
2019-06-18,13402
2019-06-19,13410
2019-06-20,13413
2019-06-21,13418
2019-06-22,13421
2019-06-23,13422
2019-06-24,13426
2019-06-26,13428
2019-06-27,13430
2019-06-28,13436
2019-06-29,13437
2019-06-30,13444
2019-07-01,13502
2019-07-02,13510
2019-07-03,13514
2019-07-04,13516
2019-07-05,13523
2019-07-06,13530
2019-07-07,13533
2019-07-08,13537
2019-07-09,13541
2019-07-10,13550
2019-07-11,13551
2019-07-12,13556
2019-07-13,13563
2019-07-14,13567
2019-07-15,13570
2019-07-16,13571
2019-07-17,13587
2019-07-18,13590
2019-07-20,13593
2019-07-22,13598
2019-07-23,13599
2019-07-24,13600
2019-07-25,13604
2019-07-26,13612
2019-07-27,13615
2019-07-28,13620
2019-07-29,13622
2019-07-30,13623
2019-07-31,13628
2019-08-01,13691
2019-08-02,13697
2019-08-03,13699
2019-08-04,13703
2019-08-06,13709
2019-08-07,13712
2019-08-08,13713
2019-08-09,13715
2019-08-10,13716
2019-08-12,13718
2019-08-13,13720
2019-08-14,13725
2019-08-15,13733
2019-08-16,13738
2019-08-17,13743
2019-08-19,13747
2019-08-20,13751
2019-08-21,13757
2019-08-22,13769
2019-08-23,13770
2019-08-25,13773
2019-08-26,13780
2019-08-27,13785
2019-08-28,13791
2019-08-29,13796
2019-08-30,13806
2019-08-31,13815
2019-09-01,13848
2019-09-02,13854
2019-09-03,13869
2019-09-04,13875
2019-09-05,13884
2019-09-06,13888
2019-09-07,13895
2019-09-08,13898
2019-09-09,13907
2019-09-10,13913
2019-09-11,13920
2019-09-12,13922
2019-09-13,13924
2019-09-14,13931
2019-09-15,13957
2019-09-16,13966
2019-09-17,13975
2019-09-18,13985
2019-09-19,13997
2019-09-20,14000
2019-09-21,14002
2019-09-22,14008
2019-09-23,14012
2019-09-24,14019
2019-09-25,14052
2019-09-26,14061
2019-09-27,14064
2019-09-29,14069
2019-10-01,14109
2019-10-02,14120
2019-10-03,14121
2019-10-04,14129
2019-10-07,14136
2019-10-08,14140
2019-10-09,14145
2019-10-10,14148
2019-10-11,14153
2019-10-12,14154
2019-10-14,14161
2019-10-15,14165
2019-10-16,14173
2019-10-17,14175
2019-10-18,14181
2019-10-20,14184
2019-10-21,14189
2019-10-22,14200
2019-10-23,14212
2019-10-24,14218
2019-10-25,14226
2019-10-27,14229
2019-10-28,14234
2019-10-29,14238
2019-10-30,14249
2019-10-31,14259
2019-11-01,14352
2019-11-02,14356
2019-11-03,14362
2019-11-04,14367
2019-11-05,14377
2019-11-06,14383
2019-11-07,14387
2019-11-08,14396
2019-11-09,14400
2019-11-10,14410
2019-11-11,14413
2019-11-12,14417
2019-11-13,14421
2019-11-14,14424
2019-11-15,14428
2019-11-16,14430
2019-11-19,14434
2019-11-20,14435
2019-11-21,14437
2019-11-22,14443
2019-11-25,14454
2019-11-26,14460
2019-11-27,14467
2019-11-28,14470
2019-11-29,14473
2019-11-30,14477
2019-12-01,14533
2019-12-02,14544
2019-12-03,14552
2019-12-04,14558
2019-12-05,14563
2019-12-06,14569
2019-12-07,14570
2019-12-08,14571
2019-12-10,14577
2019-12-11,14583
2019-12-12,14587
2019-12-13,14590
2019-12-14,14591
2019-12-15,14595
2019-12-16,14596
2019-12-17,14602
2019-12-18,14604
2019-12-19,14607
2019-12-20,14610
2019-12-21,14612
2019-12-22,14614
2019-12-23,14615
2019-12-25,14618
2019-12-26,14619
2019-12-28,14622
2019-12-29,14623
2019-12-30,14627
2019-12-31,14633
2020-01-01,14834
2020-01-02,14837
2020-01-03,14841
2020-01-04,14844
2020-01-05,14845
2020-01-07,14847
2020-01-08,14850
2020-01-09,14851
2020-01-10,14853
2020-01-11,14857
2020-01-12,14858
2020-01-13,14864
2020-01-14,14868
2020-01-15,14873
2020-01-16,14875
2020-01-17,14880
2020-01-20,14885
2020-01-21,14886
2020-01-22,14890
2020-01-23,14892
2020-01-24,14895
2020-01-25,14897
2020-01-26,14899
2020-01-27,14903
2020-01-28,14905
2020-01-30,14910
2020-02-01,14930
2020-02-02,14934
2020-02-04,14939
2020-02-05,14941
2020-02-06,14944
2020-02-07,14948
2020-02-08,14950
2020-02-09,14953
2020-02-10,14960
2020-02-11,14963
2020-02-12,14965
2020-02-13,14966
2020-02-14,14974
2020-02-15,14976
2020-02-16,14979
2020-02-17,14983
2020-02-18,14990
2020-02-19,14996
2020-02-21,14998
2020-02-22,15003
2020-02-24,15006
2020-02-25,15013
2020-02-26,15020
2020-02-27,15025
2020-02-28,15032
2020-02-29,15034
2020-03-01,15052
2020-03-02,15057
2020-03-03,15062
2020-03-04,15068
2020-03-05,15074
2020-03-06,15076
2020-03-08,15077
2020-03-09,15081
2020-03-10,15084
2020-03-11,15085
2020-03-12,15092
2020-03-13,15097
2020-03-14,15101
2020-03-15,15103
2020-03-16,15105
2020-03-17,15108
2020-03-18,15112
2020-03-19,15113
2020-03-20,15114
2020-03-23,15119
2020-03-24,15122
2020-03-26,15124
2020-03-27,15125
2020-03-28,15130
2020-03-29,15134
2020-03-30,15139
2020-03-31,15144
2020-04-01,15172
2020-04-02,15177
2020-04-03,15220
2020-04-04,15226
2020-04-05,15243
2020-04-06,15257
2020-04-07,15276
2020-04-08,15291
2020-04-09,15299
2020-04-10,15306
2020-04-11,15310
2020-04-12,15313
2020-04-13,15322
2020-04-14,15328
2020-04-15,15338
2020-04-16,15344
2020-04-17,15348
2020-04-19,15350
2020-04-20,15362
2020-04-21,15375
2020-04-22,15380
2020-04-23,15392
2020-04-24,15408
2020-04-25,15412
2020-04-26,15421
2020-04-27,15430
2020-04-28,15439
2020-04-29,15462
2020-04-30,15522
2020-05-01,15637
2020-05-02,15657
2020-05-03,15662
2020-05-04,15707
2020-05-05,15711
2020-05-06,15713
2020-05-07,15719
2020-05-08,15723
2020-05-09,15726
2020-05-10,15728
2020-05-11,15737
2020-05-12,15742
2020-05-13,15749
2020-05-14,15757
2020-05-15,15767
2020-05-16,15772
2020-05-17,15778
2020-05-18,15785
2020-05-19,15795
2020-05-20,15804
2020-05-21,15808
2020-05-22,15816
2020-05-23,15817
2020-05-24,15823
2020-05-25,15826
2020-05-26,15834
2020-05-27,15841
2020-05-28,15847
2020-05-29,15850
2020-05-30,15852
2020-05-31,15853
2020-06-01,15878
2020-06-02,15887
2020-06-03,15896
2020-06-04,15898
2020-06-05,15906
2020-06-07,15914
2020-06-08,15925
2020-06-09,15931
2020-06-10,15934
2020-06-11,15936
2020-06-12,15943
2020-06-13,15946
2020-06-14,15954
2020-06-15,15961
2020-06-16,15967
2020-06-17,15971
2020-06-18,15974
2020-06-19,15978
2020-06-20,15979
2020-06-21,15981
2020-06-22,15985
2020-06-23,15989
2020-06-24,15998
2020-06-25,16004
2020-06-26,16009
2020-06-27,16017
2020-06-28,16020
2020-06-29,16024
2020-06-30,16027
2020-07-01,16138
2020-07-02,16144
2020-07-03,16151
2020-07-04,16156
2020-07-05,16157
2020-07-06,16167
2020-07-07,16173
2020-07-08,16177
2020-07-09,16190
2020-07-10,16192
2020-07-11,16193
2020-07-12,16204
2020-07-13,16214
2020-07-14,16216
2020-07-15,16221
2020-07-16,16227
2020-07-17,16232
2020-07-18,16233
2020-07-19,16242
2020-07-20,16249
2020-07-21,16255
2020-07-22,16256
2020-07-23,16262
2020-07-24,16267
2020-07-25,16283
2020-07-26,16287
2020-07-27,16296
2020-07-28,16306
2020-07-29,16312
2020-07-30,16317
2020-07-31,16327
2020-08-01,16341
2020-08-03,16344
2020-08-04,16345
2020-08-05,16349
2020-08-06,16355
2020-08-07,16358
2020-08-08,16360
2020-08-09,16361
2020-08-10,16366
2020-08-11,16369
2020-08-12,16380
2020-08-13,16383
2020-08-14,16386
2020-08-15,16388
2020-08-16,16392
2020-08-17,16394
2020-08-18,16399
2020-08-19,16403
2020-08-20,16406
2020-08-21,16410
2020-08-22,16411
2020-08-23,16418
2020-08-24,16422
2020-08-25,16427
2020-08-26,16431
2020-08-27,16440
2020-08-28,16442
2020-08-29,16445
2020-08-30,16448
2020-08-31,16452
2020-09-01,16482
2020-09-02,16484
2020-09-03,16488
2020-09-04,16490
2020-09-05,16493
2020-09-06,16494
2020-09-07,16502
2020-09-08,16513
2020-09-09,16516
2020-09-10,16524
2020-09-11,16534
2020-09-12,16539
2020-09-13,16542
2020-09-14,16545
2020-09-15,16556
2020-09-16,16564
2020-09-17,16570
2020-09-18,16577
2020-09-19,16580
2020-09-21,16585
2020-09-22,16588
2020-09-23,16594
2020-09-24,16600
2020-09-25,16604
2020-09-26,16609
2020-09-27,16613
2020-09-28,16621
2020-09-29,16634
2020-09-30,16642
2020-10-01,16680
2020-10-02,16691
2020-10-03,16695
2020-10-04,16705
2020-10-05,16722
2020-10-06,16741
2020-10-07,16762
2020-10-08,16774
2020-10-09,16781
2020-10-10,16788
2020-10-11,16798
2020-10-12,16819
2020-10-13,16832
2020-10-14,16846
2020-10-15,16858
2020-10-16,16866
2020-10-17,16871
2020-10-18,16876
2020-10-19,16893
2020-10-20,16908
2020-10-21,16924
2020-10-22,16951
2020-10-23,16978
2020-10-24,17003
2020-10-25,17030
2020-10-26,17042
2020-10-27,17055
2020-10-28,17063
2020-10-29,17072
2020-10-30,17088
2020-10-31,17093
2020-11-01,17303
2020-11-02,17318
2020-11-03,17328
2020-11-04,17332
2020-11-05,17346
2020-11-06,17352
2020-11-07,17355
2020-11-08,17362
2020-11-09,17377
2020-11-10,17380
2020-11-11,17386
2020-11-12,17394
2020-11-13,17400
2020-11-14,17403
2020-11-16,17417
2020-11-17,17422
2020-11-18,17431
2020-11-19,17435
2020-11-20,17444
2020-11-21,17448
2020-11-23,17456
2020-11-24,17462
2020-11-25,17470
2020-11-26,17480
2020-11-27,17487
2020-11-28,17493
2020-11-29,17498
2020-11-30,17504
2020-12-01,17704
2020-12-02,17710
2020-12-03,17718
2020-12-04,17729
2020-12-05,17736
2020-12-06,17738
2020-12-07,17753
2020-12-08,17764
2020-12-09,17770
2020-12-10,17780
2020-12-11,17789
2020-12-12,17796
2020-12-13,17798
2020-12-14,17812
2020-12-15,17820
2020-12-16,17824
2020-12-17,17829
2020-12-18,17840
2020-12-19,17845
2020-12-20,17847
2020-12-21,17852
2020-12-22,17865
2020-12-23,17870
2020-12-24,17878
2020-12-27,17881
2020-12-28,17885
2020-12-29,17893
2020-12-30,17904
2020-12-31,17928
2021-01-01,18360
2021-01-02,18375
2021-01-03,18377
2021-01-04,18381
2021-01-05,18385
2021-01-06,18388
2021-01-07,18393
2021-01-08,18395
2021-01-09,18400
2021-01-10,18413
2021-01-11,18418
2021-01-12,18425
2021-01-13,18427
2021-01-14,18429
2021-01-15,18434
2021-01-16,18436
2021-01-17,18440
2021-01-18,18447
2021-01-19,18465
2021-01-20,18471
2021-01-21,18478
2021-01-22,18484
2021-01-23,18489
2021-01-24,18496
2021-01-25,18502
2021-01-26,18510
2021-01-27,18513
2021-01-28,18522
2021-01-29,18528
2021-01-30,18529
2021-01-31,18537
2021-02-01,18557
2021-02-02,18566
2021-02-03,18574
2021-02-04,18580
2021-02-05,18582
2021-02-06,18586
2021-02-07,18588
2021-02-08,18593
2021-02-09,18609
2021-02-10,18611
2021-02-11,18617
2021-02-12,18623
2021-02-14,18626
2021-02-15,18630
2021-02-16,18643
2021-02-17,18647
2021-02-18,18651
2021-02-19,18665
2021-02-20,18671
2021-02-21,18673
2021-02-22,18683
2021-02-23,18685
2021-02-24,18692
2021-02-25,18703
2021-02-26,18709
2021-02-27,18713
2021-02-28,18725
2021-03-01,18741
2021-03-02,18742
2021-03-03,18745
2021-03-04,18748
2021-03-05,18755
2021-03-07,18758
2021-03-08,18765
2021-03-09,18777
2021-03-10,18784
2021-03-11,18796
2021-03-12,18803
2021-03-13,18805
2021-03-14,18807
2021-03-15,18810
2021-03-16,18816
2021-03-17,18830
2021-03-18,18840
2021-03-19,18844
2021-03-20,18846
2021-03-21,18850
2021-03-22,18854
2021-03-23,18861
2021-03-24,18872
2021-03-25,18882
2021-03-26,18887
2021-03-27,18888
2021-03-28,18891
2021-03-29,18898
2021-03-30,18904
2021-03-31,18910
2021-04-01,18995
2021-04-02,19003
2021-04-03,19004
2021-04-04,19012
2021-04-05,19025
2021-04-06,19037
2021-04-07,19044
2021-04-08,19062
2021-04-09,19070
2021-04-10,19076
2021-04-11,19081
2021-04-12,19097
2021-04-13,19105
2021-04-14,19119
2021-04-15,19149
2021-04-16,19179
2021-04-17,19185
2021-04-18,19204
2021-04-19,19226
2021-04-20,19233
2021-04-21,19249
2021-04-22,19256
2021-04-23,19265
2021-04-24,19269
2021-04-25,19272
2021-04-26,19275
2021-04-27,19278
2021-04-28,19283
2021-04-29,19292
2021-04-30,19303
2021-05-01,19325
2021-05-02,19329
2021-05-03,19364
2021-05-04,19418
2021-05-05,19425
2021-05-06,19437
2021-05-07,19448
2021-05-08,19455
2021-05-09,19459
2021-05-10,19465
2021-05-11,19474
2021-05-12,19487
2021-05-13,19491
2021-05-14,19497
2021-05-15,19498
2021-05-16,19502
2021-05-17,19507
2021-05-18,19541
2021-05-19,19548
2021-05-20,19558
2021-05-21,19564
2021-05-22,19568
2021-05-23,19572
2021-05-24,19590
2021-05-25,19602
2021-05-26,19610
2021-05-27,19617
2021-05-28,19627
2021-05-29,19630
2021-05-30,19638
2021-05-31,19651
2021-06-01,19756
2021-06-02,19785
2021-06-03,19800
2021-06-04,19816
2021-06-05,19822
2021-06-06,19899
2021-06-07,19915
2021-06-08,19928
2021-06-09,19941
2021-06-10,19952
2021-06-11,19965
2021-06-12,19966
2021-06-13,19969
2021-06-14,19984
2021-06-15,19994
2021-06-16,20010
2021-06-17,20020
2021-06-18,20032
2021-06-19,20035
2021-06-20,20043
2021-06-21,20056
2021-06-22,20059
2021-06-23,20068
2021-06-24,20076
2021-06-25,20082
2021-06-26,20083
2021-06-27,20084
2021-06-28,20089
2021-06-29,20098
2021-06-30,20112
2021-07-01,20128
2021-07-02,20137
2021-07-03,20139
2021-07-04,20141
2021-07-05,20147
2021-07-06,20155
2021-07-07,20160
2021-07-08,20162
2021-07-09,20164
2021-07-10,20165
2021-07-11,20178
2021-07-12,20184
2021-07-13,20189
2021-07-14,20198
2021-07-15,20207
2021-07-16,20217
2021-07-17,20218
2021-07-18,20257
2021-07-19,20261
2021-07-20,20268
2021-07-21,20275
2021-07-22,20283
2021-07-23,20286
2021-07-24,20291
2021-07-25,20293
2021-07-26,20303
2021-07-27,20316
2021-07-28,20321
2021-07-29,20328
2021-07-30,20335
2021-07-31,20338
2021-08-01,20430
2021-08-02,20436
2021-08-03,20443
2021-08-04,20453
2021-08-05,20464
2021-08-06,20471
2021-08-07,20474
2021-08-08,20479
2021-08-09,20492
2021-08-10,20499
2021-08-11,20504
2021-08-12,20515
2021-08-13,20521
2021-08-14,20532
2021-08-15,20537
2021-08-16,20544
2021-08-17,20553
2021-08-18,20559
2021-08-19,20566
2021-08-20,20572
2021-08-21,20573
2021-08-22,20579
2021-08-23,20587
2021-08-24,20592
2021-08-25,20602
2021-08-26,20618
2021-08-27,20629
2021-08-28,20630
2021-08-29,20635
2021-08-30,20682
2021-08-31,20696
2021-09-01,20742
2021-09-02,20756
2021-09-03,20765
2021-09-04,20769
2021-09-05,20781
2021-09-06,20795
2021-09-07,20805
2021-09-08,20816
2021-09-09,20834
2021-09-10,20852
2021-09-11,20855
2021-09-12,20859
2021-09-13,20877
2021-09-14,20899
2021-09-15,20928
2021-09-16,20948
2021-09-17,20956
2021-09-18,20963
2021-09-19,20967
2021-09-20,20977
2021-09-21,20991
2021-09-22,21002
2021-09-23,21006
2021-09-24,21021
2021-09-25,21030
2021-09-26,21033
2021-09-27,21047
2021-09-28,21052
2021-09-29,21064
2021-09-30,21077
2021-10-01,21108
2021-10-02,21111
2021-10-03,21114
2021-10-04,21121
2021-10-05,21132
2021-10-06,21143
2021-10-07,21155
2021-10-08,21162
2021-10-09,21165
2021-10-10,21169
2021-10-11,21182
2021-10-12,21203
2021-10-13,21235
2021-10-14,21260
2021-10-15,21286
2021-10-16,21302
2021-10-17,21319
2021-10-18,21333
2021-10-19,21339
2021-10-20,21347
2021-10-21,21354
2021-10-22,21363
2021-10-23,21369
2021-10-24,21372
2021-10-25,21384
2021-10-26,21403
2021-10-27,21411
2021-10-28,21422
2021-10-29,21429
2021-10-30,21433
2021-10-31,21446
2021-11-01,21591
2021-11-02,21604
2021-11-03,21612
2021-11-04,21629
2021-11-05,21634
2021-11-06,21640
2021-11-07,21644
2021-11-08,21652
2021-11-09,21660
2021-11-10,21674
2021-11-11,21680
2021-11-12,21691
2021-11-13,21698
2021-11-14,21699
2021-11-15,21709
2021-11-16,21722
2021-11-17,21733
2021-11-18,21753
2021-11-19,21764
2021-11-20,21765
2021-11-21,21766
2021-11-22,21774
2021-11-23,21783
2021-11-24,21789
2021-11-25,21796
2021-11-26,21805
2021-11-27,21809
2021-11-28,21819
2021-11-29,21828
2021-11-30,21836
2021-12-01,21890
2021-12-02,21897
2021-12-03,21904
2021-12-04,21907
2021-12-05,21916
2021-12-06,21948
2021-12-07,21957
2021-12-08,21966
2021-12-09,21974
2021-12-10,22008
2021-12-11,22015
2021-12-12,22020
2021-12-13,22062
2021-12-14,22087
2021-12-15,22111
2021-12-16,22136
2021-12-17,22147
2021-12-18,22151
2021-12-19,22157
2021-12-20,22165
2021-12-21,22176
2021-12-22,22181
2021-12-23,22189
2021-12-24,22190
2021-12-25,22191
2021-12-27,22196
2021-12-28,22198
2021-12-29,22199
2021-12-30,22201
2021-12-31,22204
2022-01-01,22743
2022-01-02,22745
2022-01-03,22750
2022-01-04,22753
2022-01-05,22755
2022-01-06,22762
2022-01-07,22768
2022-01-08,22769
2022-01-09,22771
2022-01-10,22778
2022-01-11,22784
2022-01-12,22786
2022-01-13,22789
2022-01-14,22795
2022-01-15,22797
2022-01-16,22798
2022-01-17,22803
2022-01-18,22808
2022-01-19,22811
2022-01-20,22817
2022-01-21,22823
2022-01-22,22824
2022-01-23,22828
2022-01-24,22836
2022-01-25,22848
2022-01-26,22854
2022-01-27,22860
2022-01-28,22869
2022-01-29,22870
2022-01-30,22871
2022-01-31,22881
2022-02-01,22895
2022-02-02,22901
2022-02-03,22902
2022-02-04,22910
2022-02-05,22912
2022-02-07,22917
2022-02-08,22922
2022-02-09,22925
2022-02-10,22930
2022-02-11,22936
2022-02-12,22938
2022-02-13,22939
2022-02-14,22951
2022-02-15,22953
2022-02-16,22957
2022-02-17,22962
2022-02-18,22968
2022-02-19,22969
2022-02-20,22972
2022-02-21,22979
2022-02-22,22983
2022-02-23,22990
2022-02-24,23000
2022-02-25,23003
2022-02-26,23010
2022-02-27,23012
2022-02-28,23025
2022-03-01,23053
2022-03-02,23058
2022-03-03,23067
2022-03-04,23073
2022-03-05,23074
2022-03-06,23078
2022-03-07,23088
2022-03-08,23095
2022-03-09,23105
2022-03-10,23109
2022-03-11,23110
2022-03-12,23114
2022-03-13,23115
2022-03-14,23128
2022-03-15,23139
2022-03-16,23153
2022-03-17,23164
2022-03-18,23169
2022-03-19,23177
2022-03-20,23179
2022-03-21,23190
2022-03-22,23199
2022-03-23,23210
2022-03-24,23225
2022-03-25,23236
2022-03-27,23242
2022-03-28,23252
2022-03-29,23270
2022-03-30,23288
2022-03-31,23301
2022-04-01,23321
2022-04-02,23324
2022-04-03,23330
2022-04-04,23337
2022-04-05,23351
2022-04-06,23358
2022-04-07,23375
2022-04-08,23388
2022-04-09,23392
2022-04-10,23395
2022-04-11,23409
2022-04-12,23416
2022-04-13,23425
2022-04-14,23432
2022-04-15,23449
2022-04-16,23452
2022-04-17,23461
2022-04-18,23469
2022-04-19,23477
2022-04-20,23482
2022-04-21,23489
2022-04-22,23501
2022-04-23,23504
2022-04-24,23506
2022-04-25,23527
2022-04-26,23533
2022-04-27,23537
2022-04-28,23549
2022-04-29,23562
2022-04-30,23568
2022-05-01,23585
2022-05-02,23593
2022-05-03,23602
2022-05-04,23613
2022-05-05,23625
2022-05-06,23635
2022-05-07,23639
2022-05-08,23641
2022-05-09,23648
2022-05-10,23657
2022-05-11,23661
2022-05-12,23671
2022-05-13,23682
2022-05-14,23685
2022-05-15,23689
2022-05-16,23695
2022-05-17,23700
2022-05-18,23713
2022-05-19,23722
2022-05-20,23729
2022-05-21,23741
2022-05-22,23752
2022-05-23,23852
2022-05-24,23870
2022-05-25,23894
